surface,placement_type,image_url,scrape_timestamp
homepage,banner,https://careem-assets.s3.amazonaws.com/promotions/ramadan_banner_2025.jpg,2025-01-21T14:30:00+04:00
homepage,module,https://careem-assets.s3.amazonaws.com/promotions/food_delivery_promo.jpg,2025-01-21T14:30:00+04:00
homepage,carousel,https://careem-assets.s3.amazonaws.com/promotions/restaurant_week_2025.jpg,2025-01-21T14:30:00+04:00
homepage,banner,https://careem-assets.s3.amazonaws.com/promotions/grocery_discount.jpg,2025-01-21T14:30:00+04:00
homepage,module,https://careem-assets.s3.amazonaws.com/promotions/quick_delivery_promo.jpg,2025-01-21T14:30:00+04:00
homepage,carousel,https://careem-assets.s3.amazonaws.com/promotions/new_restaurants.jpg,2025-01-21T14:30:00+04:00
homepage,banner,https://careem-assets.s3.amazonaws.com/promotions/healthy_food_week.jpg,2025-01-21T14:30:00+04:00
homepage,module,https://careem-assets.s3.amazonaws.com/promotions/breakfast_special.jpg,2025-01-21T14:30:00+04:00
homepage,carousel,https://careem-assets.s3.amazonaws.com/promotions/dessert_promo.jpg,2025-01-21T14:30:00+04:00
homepage,banner,https://careem-assets.s3.amazonaws.com/promotions/family_meal_deal.jpg,2025-01-21T14:30:00+04:00
search,banner,https://careem-assets.s3.amazonaws.com/promotions/burger_search_banner.jpg,2025-01-21T14:30:00+04:00
search,module,https://careem-assets.s3.amazonaws.com/promotions/burger_restaurants.jpg,2025-01-21T14:30:00+04:00
search,carousel,https://careem-assets.s3.amazonaws.com/promotions/burger_deals.jpg,2025-01-21T14:30:00+04:00
search,banner,https://careem-assets.s3.amazonaws.com/promotions/burger_week_promo.jpg,2025-01-21T14:30:00+04:00
search,module,https://careem-assets.s3.amazonaws.com/promotions/burger_delivery_special.jpg,2025-01-21T14:30:00+04:00
search,carousel,https://careem-assets.s3.amazonaws.com/promotions/burger_new_items.jpg,2025-01-21T14:30:00+04:00
search,banner,https://careem-assets.s3.amazonaws.com/promotions/burger_healthy_options.jpg,2025-01-21T14:30:00+04:00
search,module,https://careem-assets.s3.amazonaws.com/promotions/burger_quick_delivery.jpg,2025-01-21T14:30:00+04:00
search,carousel,https://careem-assets.s3.amazonaws.com/promotions/burger_weekend_special.jpg,2025-01-21T14:30:00+04:00
search,banner,https://careem-assets.s3.amazonaws.com/promotions/burger_family_pack.jpg,2025-01-21T14:30:00+04:00
category_burgers,banner,https://careem-assets.s3.amazonaws.com/promotions/burger_category_banner.jpg,2025-01-21T14:30:00+04:00
category_burgers,module,https://careem-assets.s3.amazonaws.com/promotions/burger_category_deals.jpg,2025-01-21T14:30:00+04:00
category_burgers,carousel,https://careem-assets.s3.amazonaws.com/promotions/burger_category_new.jpg,2025-01-21T14:30:00+04:00
category_burgers,banner,https://careem-assets.s3.amazonaws.com/promotions/burger_category_popular.jpg,2025-01-21T14:30:00+04:00
category_burgers,module,https://careem-assets.s3.amazonaws.com/promotions/burger_category_trending.jpg,2025-01-21T14:30:00+04:00
category_burgers,carousel,https://careem-assets.s3.amazonaws.com/promotions/burger_category_special.jpg,2025-01-21T14:30:00+04:00
category_burgers,banner,https://careem-assets.s3.amazonaws.com/promotions/burger_category_limited.jpg,2025-01-21T14:30:00+04:00
category_burgers,module,https://careem-assets.s3.amazonaws.com/promotions/burger_category_premium.jpg,2025-01-21T14:30:00+04:00
category_burgers,carousel,https://careem-assets.s3.amazonaws.com/promotions/burger_category_weekend.jpg,2025-01-21T14:30:00+04:00
category_groceries,banner,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_banner.jpg,2025-01-21T14:30:00+04:00
category_groceries,module,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_fresh.jpg,2025-01-21T14:30:00+04:00
category_groceries,carousel,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_organic.jpg,2025-01-21T14:30:00+04:00
category_groceries,banner,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_daily.jpg,2025-01-21T14:30:00+04:00
category_groceries,module,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_household.jpg,2025-01-21T14:30:00+04:00
category_groceries,carousel,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_beverages.jpg,2025-01-21T14:30:00+04:00
category_groceries,banner,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_snacks.jpg,2025-01-21T14:30:00+04:00
category_groceries,module,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_dairy.jpg,2025-01-21T14:30:00+04:00
category_groceries,carousel,https://careem-assets.s3.amazonaws.com/promotions/grocery_category_bakery.jpg,2025-01-21T14:30:00+04:00
